kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,amount
"427551","032","03212","523129","03212WA","2378","EBA","2","A","0","00000001","0601","2",33120000
"403817","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0855","2",6611000
"403817","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0855","2",983250000
"403817","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0855","2",94800000
"403817","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0855","2",112270000
"427573","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0805","2",186000000
"427573","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0805","2",181702000
"427573","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0805","2",2857977000
"403817","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0855","2",44046000
"427573","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0805","2",2765640000
"403817","032","03212","522141","03212WA","2378","EBA","2","A","0","00000001","0855","2",71337000
"427573","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0805","2",7000000
"403823","032","03212","524119","03212DL","2375","QDD","2","A","0","00000001","1151","2",12750000
"403823","032","03212","521219","03212DL","2375","QDD","2","A","0","00000001","1151","2",1946379000
"403823","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","1151","2",1137600000
"403823","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","1151","2",300000
"403823","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","1151","2",3932583000
"652009","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","1206","2",300000
"652009","032","03212","521119","03212DL","2376","SAC","2","A","0","00000001","1206","2",701000000
"652009","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","1206","2",69600000
"652009","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","1206","2",59000000
"652009","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","1206","2",78160000
"652009","032","03212","522121","03212WA","2378","EBA","2","A","0","00000001","1206","2",500000
"653526","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0211","2",1600000
"403832","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0211","2",372684000
"403832","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0211","2",266350000
"403832","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0211","2",130728000
"653526","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0211","2",15000000
"403824","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0210","2",25480000
"653526","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0211","2",2060000
"403824","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0210","2",33110000
"403824","032","03212","521113","03212WA","2378","EBA","2","A","0","00000001","0210","2",27360000
"403829","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0252","2",78230000
"403830","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0258","2",2819829000
"403829","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0252","2",140266000
"403829","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0252","2",119285000
"403830","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0258","2",450000
"403829","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0252","2",22500000
"403829","032","03212","521219","03212DL","2375","DDA","2","A","0","00000001","0252","2",232315000
"403829","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0252","2",150000000
"403829","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0252","2",814067000
"403829","032","03212","521213","03212DL","2375","QDD","2","A","0","00000001","0252","2",6160150000
"403830","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0258","2",97440000
"403830","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0258","2",1704743000
"403829","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0252","2",68551000
"403830","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0258","2",75040000
"403879","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0222","2",4638000
"403879","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0222","2",390962000
"403879","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0222","2",96174000
"403879","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","0222","2",232813000
"403879","032","03212","524113","03212DL","2376","QDD","2","A","0","00000001","0222","2",4500000
"403879","032","03212","522191","03212WA","2378","EBA","2","A","0","00000001","0222","2",18000000
"403879","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0222","2",1433909000
"403879","032","03212","521213","03212DL","2376","QDD","2","A","0","00000001","0222","2",7200000
"403834","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0401","2",150073000
"403834","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0401","2",66124000
"403826","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","2251","2",14850000
"403826","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","2251","2",5201000
"403826","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2251","2",61340000
"403826","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","2251","2",10100000
"403826","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","2251","2",192680000
"403826","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2251","2",78223000
"403826","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","2251","2",40767000
"403838","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","2451","2",35442000
"403838","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","2451","2",14000000
"403838","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2451","2",7642000
"403838","032","03212","524113","03212DL","2376","QDD","2","A","0","00000001","2451","2",4050000
"403838","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","2451","2",5025000
"403838","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","2451","2",51000
"245124","032","03212","521241","03212WA","2378","EBA","2","A","0","00000001","2451","2",10307000
"245124","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2451","2",84000000
"245124","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","2451","2",8200000
"403838","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2451","2",1878880000
"245124","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","2451","2",65483000
"245124","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","2451","2",14000
"403838","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","2451","2",967400000
"427582","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","1312","2",10000000
"427582","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","1312","2",15557000
"427582","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","1312","2",78440000
"427582","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","1312","2",16000000
"427582","032","03212","521841","03212DL","2376","SAC","2","A","0","00000001","1312","2",10000000
"403839","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","1905","2",39000000
"403839","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","1905","2",781727000
"427602","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","1905","2",82816000
"403839","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","1905","2",765070000
"403839","032","03212","524113","03212DL","2376","SDA","2","A","0","00000001","1905","2",2000000
"403839","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1905","2",352420000
"403839","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","1905","2",123500000
"427602","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","1905","2",48066000
"403839","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","1905","2",37300000
"427602","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","1905","2",6750000
"403839","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1905","2",183242000
"427602","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","1905","2",55031000
"238755","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2151","2",267259000
"427618","032","03212","533121","03212DL","2376","RBI","2","A","0","00000001","2151","2",239400000
"427618","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","2151","2",116550000
"238755","032","03212","532111","03212DL","2375","RAL","2","A","0","00000001","2151","2",54019000
"238755","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","2151","2",106230000
"427618","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","2151","2",1101375000
"238755","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2151","2",299044000
"238755","032","03212","521241","03212DL","2375","SCC","2","A","0","00000001","2151","2",3534000
"427618","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","2151","2",622650000
"427618","032","03212","521841","03212WA","2378","EBA","2","A","0","00000001","2151","2",71000000
"238755","032","03212","521213","03212DL","2375","SCC","2","D","0","00000001","2151","2",4350000
"427618","032","03212","521832","03212DL","2376","SAC","2","D","0","00000001","2151","2",43359000
"427618","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","2151","2",95200000
"427630","032","03212","511138","03212WA","2378","EBA","2","A","0","00000001","3351","2",253175000
"427630","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","3351","2",100000
"634146","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","3351","2",1163497000
"403837","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0209","2",58363000
"403837","032","03212","524111","03212DL","2376","SAC","2","D","0","00000001","0209","2",44850000
"403837","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0209","2",15150000
"403837","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","0209","2",495664000
"403837","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0209","2",2884160000
"403837","032","03212","524113","03212DL","2376","QDD","2","A","0","00000001","0209","2",6000000
"403837","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","0209","2",25980000
"403837","032","03212","521219","03212DL","2376","SAC","2","D","0","00000001","0209","2",109200000
"238762","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0511","2",106095000
"238762","032","03212","524119","03212DL","2375","SCC","2","A","0","00000001","0511","2",2034505000
"238762","032","03212","522191","03212WA","2378","EBA","2","A","0","00000001","0511","2",162792000
"238762","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0511","2",13430000
"238762","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0511","2",58070000
"238762","032","03212","521219","03212DL","2375","QDD","2","A","0","00000001","0511","2",2400028000
"238762","032","03212","522151","03212DL","2375","DDA","2","A","0","00000001","0511","2",2400000
"352595","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","2007","2",114240000
"352595","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","2007","2",7500000
"352595","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","2007","2",19600000
"352595","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","2007","2",30800000
"352595","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","2007","2",10950000
"352595","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2007","2",98880000
"403820","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","2007","2",56000
"403820","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","2007","2",1800000
"352595","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","2007","2",11000000
"403820","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","2007","2",1080000
"352595","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","2007","2",42000000
